url *;_;* path *;_;* pub_date *;_;* pub_sureness *;_;* mod_date *;_;* mod_sureness *;_;* google_date *;_;* hakia_date *;_;* ask_date *;_;* header_last_mod *;_;* header_date *;_;* down_date 
http://floppingaces.net/2006/11/29/getting-the-news-from-the-enem/ *;_;* data/evaluation/daterecognition/webpages/webpage_1307394166161.html *;_;* November 29th, 2006 *;_;* true *;_;* December 16, 2006 *;_;* true *;_;* 2006-11-29 *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:03:21 GMT *;_;* Mon, 06 Jun 2011 21:03:23 GMT *;_;* 2011-06-06 21:02:46
http://claweb.cla.unipd.it/citatal/corpora/brunetti_corpora/modern/samples/journals/corpus.txt *;_;* data/evaluation/daterecognition/webpages/webpage_1307394171895.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Thu, 13 Oct 2005 17:30:32 GMT *;_;* Mon, 06 Jun 2011 21:05:24 GMT *;_;* 2011-06-06 21:02:51
http://www.appistry.com/news/press03222007-appistry-eaf-3.5-released *;_;* data/evaluation/daterecognition/webpages/webpage_1307394186433.html *;_;* March 22, 2007 *;_;* true *;_;* March 22, 2007 *;_;* true *;_;* 2007-03-22 *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:03:43 GMT *;_;* Mon, 06 Jun 2011 21:03:43 GMT *;_;* 2011-06-06 21:03:06
http://www.chambersandpartners.com/Global/Firms/3937-29966 *;_;* data/evaluation/daterecognition/webpages/webpage_1307394189512.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:05:00 GMT *;_;* 2011-06-06 21:03:09
http://www.stonesofbrasil.com/other_brazil_history.html *;_;* data/evaluation/daterecognition/webpages/webpage_1307394199508.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Sun, 22 May 2011 01:21:44 GMT *;_;* Mon, 06 Jun 2011 21:03:56 GMT *;_;* 2011-06-06 21:03:19
http://www.pebbles.hcii.cmu.edu/software/userguide.php *;_;* data/evaluation/daterecognition/webpages/webpage_1307394211348.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:04:09 GMT *;_;* 2011-06-06 21:03:31
http://www.ravemagazine.com.au/index.php?option=com_content&task=view&id=12049 *;_;* data/evaluation/daterecognition/webpages/webpage_1307394227771.html *;_;* 29 October 2008 *;_;* true *;_;* 11 November 2008 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:04:24 GMT *;_;* Mon, 06 Jun 2011 21:04:24 GMT *;_;* 2011-06-06 21:03:47
http://www.digitalvideoforless.com/opt100mc.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1307394259094.html *;_;* 01/04/10 *;_;* true *;_;* 01/04/10 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Wed, 20 Jan 2010 04:52:16 GMT *;_;* Mon, 06 Jun 2011 21:04:09 GMT *;_;* 2011-06-06 21:04:19
http://calgary.ctv.ca/servlet/an/local/CTVNews/20101026/CGY_women_shelter_101026/20101026?hub=CalgaryHome *;_;* data/evaluation/daterecognition/webpages/webpage_1307394271146.html *;_;* Oct. 26 2010 *;_;* true *;_;* Oct. 26 2010 *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:05:08 GMT *;_;* 2011-06-06 21:04:31
http://blog.usw.org/tag/global-corporations/ *;_;* data/evaluation/daterecognition/webpages/webpage_1307394275978.html *;_;* June 30, 2008 *;_;* true *;_;* October 7, 2008 *;_;* true *;_;* 2008-10-07 *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:05:13 GMT *;_;* 2011-06-06 21:04:35
http://www.citehr.com/3020-beautiful-dreams.html *;_;* data/evaluation/daterecognition/webpages/webpage_1307394286678.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:05:24 GMT *;_;* 2011-06-06 21:04:46
http://www.emaxhealth.com/25/13550.html *;_;* data/evaluation/daterecognition/webpages/webpage_1307394316732.html *;_;* 2007-07-02 *;_;* true *;_;* 2007-07-02 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:05:54 GMT *;_;* Mon, 06 Jun 2011 21:05:54 GMT *;_;* 2011-06-06 21:05:16
http://www.saskrce.ca/node?page=25 *;_;* data/evaluation/daterecognition/webpages/webpage_1307394329702.html *;_;* 2010-09-13 12:45 *;_;* true *;_;* 2010-09-21 15:55 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:06:06 GMT *;_;* Mon, 06 Jun 2011 21:06:06 GMT *;_;* 2011-06-06 21:05:29
http://forum.205gtidrivers.com/index.php?showtopic=94409 *;_;* data/evaluation/daterecognition/webpages/webpage_1307394335409.html *;_;* 28 August 2008 *;_;* true *;_;* 28 August 2008 *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:06:13 GMT *;_;* 2011-06-06 21:05:35
http://news.gnom.es/business/stock-futures-fall-after-euro-hits-new-4-year-low-ap *;_;* data/evaluation/daterecognition/webpages/webpage_1307394342069.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:06:19 GMT *;_;* 2011-06-06 21:05:42
http://radiomagnetic.com/blog/barn-owl-play-the-captains-rest-glasgow-in-april/ *;_;* data/evaluation/daterecognition/webpages/webpage_1307394353963.html *;_;* Apr 5th, 2011 *;_;* true *;_;* Apr 5th, 2011 *;_;* true *;_;* 2011-04-05 *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:06:31 GMT *;_;* 2011-06-06 21:05:53
http://www.mj-777.com/?p=5263 *;_;* data/evaluation/daterecognition/webpages/webpage_1307394372065.html *;_;* September 1st, 2010 *;_;* true *;_;* January 18th, 2011 *;_;* true *;_;* 2010-09-01 *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:06:48 GMT *;_;* 2011-06-06 21:06:12
http://www.jesslaccetti.co.uk/labels/blogging.html *;_;* data/evaluation/daterecognition/webpages/webpage_1307394384563.html *;_;* 11.4.07 *;_;* true *;_;* 1.5.10 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Sat, 01 May 2010 02:59:19 GMT *;_;* Mon, 06 Jun 2011 21:07:02 GMT *;_;* 2011-06-06 21:06:24
http://www2.hernandotoday.com/content/2009/may/21/ha-festival-brings-music-fireworks-to-county/ *;_;* data/evaluation/daterecognition/webpages/webpage_1307394397259.html *;_;* May 21, 2009 *;_;* true *;_;* 05/25/2009 *;_;* true *;_;* 2009-05-21 *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:07:04 GMT *;_;* Mon, 06 Jun 2011 21:07:15 GMT *;_;* 2011-06-06 21:06:37
http://www.boston.com/news/nation/articles/2008/05/26/after_brouhaha_clinton_tries_to_look_ahead/ *;_;* data/evaluation/daterecognition/webpages/webpage_1307394418725.html *;_;* May 26, 2008 *;_;* true *;_;* May 26, 2008 *;_;* true *;_;* 2008-05-26 *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:07:26 GMT *;_;* 2011-06-06 21:06:58
http://agonist.org/node/37569/print *;_;* data/evaluation/daterecognition/webpages/webpage_1307394429755.html *;_;* May 14, 2003 *;_;* true *;_;* 2006-12-22 13:50 *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:07:47 GMT *;_;* 2011-06-06 21:07:09
http://www.orthopaedia.com/pages/viewpage.action?pageId=32179708 *;_;* data/evaluation/daterecognition/webpages/webpage_1307394434386.html *;_;* Mar 05, 2010 15:56 *;_;* true *;_;* Mar 05, 2010 15:56 *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:07:52 GMT *;_;* 2011-06-06 21:07:14
http://www.non-gm-farmers.com/news_details.asp?ID=1013+ *;_;* data/evaluation/daterecognition/webpages/webpage_1307394466877.html *;_;* 29 January 2004 *;_;* true *;_;* 29 January 2004 *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:08:25 GMT *;_;* 2011-06-06 21:07:46
http://www.anesi.com/ussbs01.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1307394484075.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Thu, 23 Mar 2006 20:49:49 GMT *;_;* Mon, 06 Jun 2011 21:08:41 GMT *;_;* 2011-06-06 21:08:04
http://uk.eurosport.yahoo.com/16072010/58/hanninen-holds-slender-lead.html *;_;* data/evaluation/daterecognition/webpages/webpage_1307394489893.html *;_;* 2010-07-16 *;_;* true *;_;* 2010-07-16 *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:08:47 GMT *;_;* 2011-06-06 21:08:09
http://www.abc.net.au/rn/arts/poetica/stories/s97017.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1307394498784.html *;_;* 2000-02-03 *;_;* true *;_;* 2000-02-03 *;_;* true *;_;* 0-02-05 *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:08:56 GMT *;_;* 2011-06-06 21:08:18
http://www.bettermedicine.com/article/stroke *;_;* data/evaluation/daterecognition/webpages/webpage_1307394509308.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:08:01 GMT *;_;* 2011-06-06 21:08:29
http://www.granitechief.com/store/ *;_;* data/evaluation/daterecognition/webpages/webpage_1307394522541.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:09:19 GMT *;_;* Mon, 06 Jun 2011 21:09:19 GMT *;_;* 2011-06-06 21:08:42
http://biologos.org/blog/on-seeing-intelligence-in-unintelligent-design/ *;_;* data/evaluation/daterecognition/webpages/webpage_1307394529323.html *;_;* March 22, 2010 *;_;* true *;_;* 2010-04-05 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:09:27 GMT *;_;* Mon, 06 Jun 2011 21:09:26 GMT *;_;* 2011-06-06 21:08:49
http://www.nl.dailybusinessbuzz.ca/National%20Scene/2011-02-28/article-2286512/High-oil-prices-Bad-for-you-but-could-bring-some-relief-to-government-deficits/1 *;_;* data/evaluation/daterecognition/webpages/webpage_1307394559822.html *;_;* February 28, 2011 *;_;* true *;_;* February 28, 2011 *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:09:57 GMT *;_;* 2011-06-06 21:09:19
http://doubleplusundead.mee.nu/praise_the_prof_and_pass_the_bong *;_;* data/evaluation/daterecognition/webpages/webpage_1307394566495.html *;_;* October 25, 2010 *;_;* true *;_;* June 06, 2011 01:10 PM *;_;* true *;_;* 2010-10-25 *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:10:03 GMT *;_;* 2011-06-06 21:09:26
http://www.statcan.gc.ca/edu/power-pouvoir/ch13/prob/5214899-eng.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1307394573305.html *;_;* 2009-04-20 *;_;* true *;_;* 2009-04-20 *;_;* true *;_;* 2009-04-20 *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:10:11 GMT *;_;* 2011-06-06 21:09:33
http://www.theshriverbrief.org/ *;_;* data/evaluation/daterecognition/webpages/webpage_1307394585826.html *;_;* 2011-04-15 *;_;* true *;_;* 2011-06-01 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 20:44:31 GMT *;_;* Mon, 06 Jun 2011 21:10:23 GMT *;_;* 2011-06-06 21:09:45
http://www.oregonwild.org/about/blog/?Subject=Wilderness *;_;* data/evaluation/daterecognition/webpages/webpage_1307394604468.html *;_;* 23.03.2010 07:00 *;_;* true *;_;* 25.02.2011 14:10 *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:10:42 GMT *;_;* 2011-06-06 21:10:04
http://mensbands.com/white_gold-category-181.php?page=5 *;_;* data/evaluation/daterecognition/webpages/webpage_1307394619770.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:10:54 GMT *;_;* 2011-06-06 21:10:19
http://www.partypop.com/vendor.htm/3931878/ *;_;* data/evaluation/daterecognition/webpages/webpage_1307394691905.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:13:06 GMT *;_;* 2011-06-06 21:11:31
http://www.ndu.edu/press/atwood.html *;_;* data/evaluation/daterecognition/webpages/webpage_1307394695819.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;* 0-01-06 *;_;*  *;_;*  *;_;* Thu, 02 Dec 2010 20:19:51 GMT *;_;* Mon, 06 Jun 2011 21:11:44 GMT *;_;* 2011-06-06 21:11:35
http://www.payvand.com/news/09/dec/1140.html *;_;* data/evaluation/daterecognition/webpages/webpage_1307394701051.html *;_;* 12/13/09 *;_;* true *;_;* 12/13/09 *;_;* true *;_;* 2009-12-13 *;_;* 2009-12-14 10:51:00 *;_;*  *;_;* Sun, 02 Jan 2011 06:20:11 GMT *;_;* Mon, 06 Jun 2011 21:12:18 GMT *;_;* 2011-06-06 21:11:41
http://www.familycorner.com/dir/Kitchen_and_Home/Crafts/Holidays_and_Occasions/Teacher_Appreciation/ *;_;* data/evaluation/daterecognition/webpages/webpage_1307394717366.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:12:35 GMT *;_;* 2011-06-06 21:11:57
http://norontresources.com/News/Release/256 *;_;* data/evaluation/daterecognition/webpages/webpage_1307394738381.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:12:55 GMT *;_;* 2011-06-06 21:12:18
http://www.techpowerup.com/archive.php?month=0406 *;_;* data/evaluation/daterecognition/webpages/webpage_1307394759126.html *;_;* April 1st 2006 *;_;* true *;_;* April 30th 2006 *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:13:16 GMT *;_;* 2011-06-06 21:12:39
http://www.shapearts.org.uk/news/newsdetail/index.asp?view=298 *;_;* data/evaluation/daterecognition/webpages/webpage_1307394765736.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:13:23 GMT *;_;* 2011-06-06 21:12:45
http://www.bloomberg.com/apps/news?pid=newsarchive&sid=aDy026FA293M&refer=home *;_;* data/evaluation/daterecognition/webpages/webpage_1307394777482.html *;_;* October 21, 2007 *;_;* true *;_;* October 21, 2007 *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:13:35 GMT *;_;* 2011-06-06 21:12:57
http://www.anc1b.org/jul04.html *;_;* data/evaluation/daterecognition/webpages/webpage_1307394788929.html *;_;* 1 July 2004 *;_;* true *;_;* 1 July 2004 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Sat, 03 Jul 2004 13:33:49 GMT *;_;* Mon, 06 Jun 2011 21:13:46 GMT *;_;* 2011-06-06 21:13:08
http://home.comcast.net/~jimsondergeld/4BG%20The%20Hub.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1307394817586.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Tue, 20 Jan 2009 17:29:05 GMT *;_;* Mon, 06 Jun 2011 21:14:15 GMT *;_;* 2011-06-06 21:13:37
http://assembly.state.ny.us/leg/?default_fld=&bn=A03595%09%09&Summary=Y&Text=Y *;_;* data/evaluation/daterecognition/webpages/webpage_1307394827781.html *;_;* January 26, 2011 *;_;* true *;_;* January 26, 2011 *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:14:25 GMT *;_;* 2011-06-06 21:13:47
http://www.shivamlabinstruments.com/scratch-hardness.html *;_;* data/evaluation/daterecognition/webpages/webpage_1307394843460.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Mon, 31 May 2010 07:59:43 GMT *;_;* Mon, 06 Jun 2011 21:14:33 GMT *;_;* 2011-06-06 21:14:03
http://paranerds.com/?p=27 *;_;* data/evaluation/daterecognition/webpages/webpage_1307394861912.html *;_;* Apr.21, 2010 *;_;* true *;_;* August 8th, 2010 *;_;* true *;_;* 2010-04-21 *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:14:57 GMT *;_;* 2011-06-06 21:14:21
http://www.thenewspaper.com/news/15/1517.asp *;_;* data/evaluation/daterecognition/webpages/webpage_1307394870810.html *;_;* 12/27/2006 *;_;* true *;_;* 12/27/2006 *;_;* true *;_;* 2006-12-27 *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:14:20 GMT *;_;* 2011-06-06 21:14:30
http://www.huffingtonpost.com/social/Don_Quixote?action=comments&display=all&sort=newest *;_;* data/evaluation/daterecognition/webpages/webpage_1307394879931.html *;_;* May 9, 2011 *;_;* true *;_;* Jun 5, 2011 *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:15:17 GMT *;_;* 2011-06-06 21:14:39
http://www.wowpedia.org/Profession *;_;* data/evaluation/daterecognition/webpages/webpage_1307394892911.html *;_;* 15 May 2011 *;_;* true *;_;* 15 May 2011 *;_;* true *;_;* 2011-05-15 *;_;*  *;_;*  *;_;* Thu, 19 May 2011 19:00:45 GMT *;_;* Mon, 06 Jun 2011 21:15:30 GMT *;_;* 2011-06-06 21:14:52
http://www.passporter.com/articles/why-animal-kingdom-lodge-is-the-perfect-resort-for-teenagers.html *;_;* data/evaluation/daterecognition/webpages/webpage_1307394906027.html *;_;* 1/3/2008 *;_;* true *;_;* 1/3/2008 *;_;* true *;_;* 2008-01-03 *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:15:44 GMT *;_;* 2011-06-06 21:15:06
http://en.wikipedia.org/wiki/Philips *;_;* data/evaluation/daterecognition/webpages/webpage_1307394918260.html *;_;*  *;_;* true *;_;* 27 May 2011 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 19:48:09 GMT *;_;* Mon, 06 Jun 2011 19:51:07 GMT *;_;* 2011-06-06 21:15:18
http://source.android.com/source/report-bugs.html *;_;* data/evaluation/daterecognition/webpages/webpage_1307394927540.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Wed, 18 May 2011 14:44:02 GMT *;_;* Mon, 06 Jun 2011 21:16:05 GMT *;_;* 2011-06-06 21:15:27
http://slingshot.tao.ca/displaybi.php?0096033 *;_;* data/evaluation/daterecognition/webpages/webpage_1307394937948.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:15:43 GMT *;_;* 2011-06-06 21:15:37
http://www.greymatter.com/Topaz-Systems-Inc/SigLite-Slim-1x5-HID-USB/114771 *;_;* data/evaluation/daterecognition/webpages/webpage_1307394944965.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:16:50 GMT *;_;* 2011-06-06 21:15:44
http://www.mycompensationclaim.co.uk/content/making-asbestos-injury-claim *;_;* data/evaluation/daterecognition/webpages/webpage_1307394956413.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:16:34 GMT *;_;* Mon, 06 Jun 2011 21:16:34 GMT *;_;* 2011-06-06 21:15:56
http://toucharcade.com/2008/11/22/touchsports-tennis-from-handheld-games-corp/ *;_;* data/evaluation/daterecognition/webpages/webpage_1307394968508.html *;_;* 2008/11/22/ *;_;* true *;_;* 2008/11/22/ *;_;* true *;_;* 2008-11-22 *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:16:46 GMT *;_;* Mon, 06 Jun 2011 21:16:45 GMT *;_;* 2011-06-06 21:16:08
http://www.aolnews.com/2010/12/27/tim-tebow-slays-nfl-doubters/ *;_;* data/evaluation/daterecognition/webpages/webpage_1307394981444.html *;_;* 2010/12/27/ *;_;* true *;_;* 2010/12/27/ *;_;* true *;_;* 2010-12-27 *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:16:58 GMT *;_;* 2011-06-06 21:16:21
http://story.malaysiasun.com/index.php/ct/9/cid/b8de8e630faf3631/id/652540/cs/1/ *;_;* data/evaluation/daterecognition/webpages/webpage_1307394998638.html *;_;* 27th June, 2010 *;_;* true *;_;* 27th June, 2010 *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:17:15 GMT *;_;* 2011-06-06 21:16:38
http://www.nature.com/hdy/journal/v99/n2/full/6800998a.html *;_;* data/evaluation/daterecognition/webpages/webpage_1307395003898.html *;_;* 16 May 2007 *;_;* true *;_;* 16 May 2007 *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:17:21 GMT *;_;* 2011-06-06 21:16:43
http://www.cbsnews.com/stories/2006/10/05/60minutes/main2066624.shtml *;_;* data/evaluation/daterecognition/webpages/webpage_1307395015402.html *;_;* June 10, 2007 *;_;* true *;_;* June 14, 2010 12:27 AM *;_;* true *;_;* 2007-06-10 *;_;*  *;_;* 2007-06-10 *;_;*  *;_;* Mon, 06 Jun 2011 21:17:33 GMT *;_;* 2011-06-06 21:16:55
http://www.beebfun.com/managers.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1307395049303.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Fri, 31 Mar 2006 08:40:49 GMT *;_;* Mon, 06 Jun 2011 21:18:08 GMT *;_;* 2011-06-06 21:17:29
http://www.pack136cubs.org/parent.php *;_;* data/evaluation/daterecognition/webpages/webpage_1307395059998.html *;_;* August 28, 2009 *;_;* true *;_;* August 28, 2009 *;_;* true *;_;* 2009-08-28 *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:18:09 GMT *;_;* 2011-06-06 21:17:39
http://www.nationalfamilies.org/guide/utahIB-full.html *;_;* data/evaluation/daterecognition/webpages/webpage_1307395072028.html *;_;* 08/01/2008 16:42:10 *;_;* true *;_;* 08/01/2008 16:42:10 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Fri, 01 Aug 2008 16:42:10 GMT *;_;* Mon, 06 Jun 2011 21:18:27 GMT *;_;* 2011-06-06 21:17:52
http://www.ksl.com/?nid=498&sid=11084521 *;_;* data/evaluation/daterecognition/webpages/webpage_1307395086544.html *;_;* June 7th, 2010 *;_;* true *;_;* June 7th, 2010 *;_;* true *;_;*  *;_;*  *;_;*  *;_;*  *;_;* Mon, 06 Jun 2011 21:18:44 GMT *;_;* 2011-06-06 21:18:06
