url *;_;* path *;_;* pub_date *;_;* pub_sureness *;_;* mod_date *;_;* mod_sureness *;_;* google_date *;_;* hakia_date *;_;* ask_date *;_;* header_last_mod *;_;* header_date *;_;* down_date 
http://bollenbachchair.okstate.edu/biology.htm#date0 *;_;* data/evaluation/daterecognition/webpages/webpage_1292928195304.html *;_;* 17 Mar 2006 13:45:14 GMT *;_;* false *;_;*  *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Fri, 17 Mar 2006 13:45:14 GMT *;_;* Tue, 21 Dec 2010 10:43:10 GMT *;_;* 2010-12-21 10:43:15
http://www.examiner.com/south-america-policy-in-national/production-cuts-venezuela-not-going-over-well-with-workers *;_;* data/evaluation/daterecognition/webpages/webpage_1294162629929.html *;_;* January 7th, 2010 11:50 *;_;* true *;_;* January 7th, 2010 11:50 *;_;* true *;_;* 2010-01-07 *;_;*  *;_;*  *;_;* Tue, 04 Jan 2011 17:37:18 +0000 *;_;* Tue, 04 Jan 2011 17:37:18 GMT *;_;* 2011-01-04 17:37:09
http://dev.www.jsonline.com/news/milwaukee/107595138.html *;_;* data/evaluation/daterecognition/webpages/webpage_1294148678378.html *;_;* Nov. 12, 2010 *;_;* true *;_;* Nov. 12, 2010 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Tue, 04 Jan 2011 13:44:43 GMT *;_;* Tue, 04 Jan 2011 13:44:46 GMT *;_;* 2011-01-04 13:44:38
http://www.cesnur.org/testi/aum_018.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1295903386581.html *;_;* 13-03-2000 *;_;* true *;_;* 13-03-2000 *;_;* true *;_;* 2000-03-13 *;_;*  *;_;* 2000-03-13 *;_;* Mon, 14 Jun 2010 10:18:39 GMT *;_;* Mon, 24 Jan 2011 21:09:26 GMT *;_;* 2011-01-24 21:09:46
http://www.mythdora.com/?q=node/85 *;_;* data/evaluation/daterecognition/webpages/webpage_1294149070598.html *;_;* September 22, 2005 *;_;* true *;_;* September 23, 2005 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Tue, 04 Jan 2011 11:41:01 GMT *;_;* Tue, 04 Jan 2011 13:52:26 GMT *;_;* 2011-01-04 13:51:10
http://www.tinymixtapes.com/news/news-flash-john-lennon-was-leftist-anti-war-liberal-oh-wait *;_;* data/evaluation/daterecognition/webpages/webpage_1295903194596.html *;_;* 01-08-2007 *;_;* true *;_;* 01-10-2007 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Mon, 24 Jan 2011 21:05:53 GMT *;_;* Mon, 24 Jan 2011 21:06:07 GMT *;_;* 2011-01-24 21:06:34
http://www.ucalgary.ca/uofc/departments/UP/journals/IA/may2002/gawad_top.html *;_;* data/evaluation/daterecognition/webpages/webpage_1292928228915.html *;_;*  *;_;* false *;_;* 20 Jan 2003 22:48:45 GMT *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Mon, 20 Jan 2003 22:48:45 GMT *;_;* Tue, 21 Dec 2010 10:43:53 GMT *;_;* 2010-12-21 10:43:48
http://libro.uca.edu/ringrose/mad10.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1292928305960.html *;_;*  *;_;* false *;_;* 26 Jun 2002 18:46:28 GMT *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Wed, 26 Jun 2002 18:46:28 GMT *;_;* Tue, 21 Dec 2010 10:45:10 GMT *;_;* 2010-12-21 10:45:05
http://www.startupnation.com/Post-your-Twitter-name---get-SuN-followers/topic/ *;_;* data/evaluation/daterecognition/webpages/webpage_1294149998358.html *;_;* Jul 29, 2009 9:55 AM *;_;* true *;_;* Aug 03, 2009 11:28 AM *;_;* true *;_;* 2009-08-03 *;_;*  *;_;*  *;_;* Tue, 04 Jan 2011 13:32:04 GMT *;_;* Tue, 04 Jan 2011 13:32:04 GMT *;_;* 2011-01-04 14:06:38
http://articles.directorym.com/Printing_Services_Tennessee-t5278_Tennessee.html *;_;* data/evaluation/daterecognition/webpages/webpage_1292927533014.html *;_;*  *;_;* false *;_;* 30 Nov 2010 05:00:00 GMT *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Mon, 20 Dec 2010 05:00:00 GMT *;_;* Tue, 21 Dec 2010 10:32:17 GMT *;_;* 2010-12-21 10:32:13
http://cookingescapadesanddelights.blogspot.com/2010/06/rustic-italiantomato-basil-bread.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902274505.html *;_;* June 16, 2010 *;_;* true *;_;* June 19, 2010 3:50 PM *;_;* true *;_;* 2010-06-16 *;_;*  *;_;* 2010-06-16 *;_;* Mon, 24 Jan 2011 06:08:33 GMT *;_;* Mon, 24 Jan 2011 20:51:16 GMT *;_;* 2011-01-24 20:51:14
http://www.theeveningleader.com/content/view/127981/27/ *;_;* data/evaluation/daterecognition/webpages/webpage_1294149446957.html *;_;* 26 March 2009 *;_;* true *;_;* 26 March 2009 *;_;* true *;_;* 2009-03-26 *;_;*  *;_;*  *;_;* Tue, 04 Jan 2011 13:57:34 GMT *;_;* Tue, 04 Jan 2011 13:57:34 GMT *;_;* 2011-01-04 13:57:26
http://www.anonymousliberal.com/2008/11/yes-its-mandate.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295903024746.html *;_;* November 06, 2008 *;_;* true *;_;*  *;_;* false *;_;* 2008-11-06 *;_;*  *;_;* 2008-11-06 *;_;* Sat, 22 Jan 2011 23:11:30 GMT *;_;* Mon, 24 Jan 2011 21:03:46 GMT *;_;* 2011-01-24 21:03:44
http://techcrunch.com/2008/01/29/the-techcrunch-tech-president-endorsements-barack-obama-and-john-mccain/ *;_;* data/evaluation/daterecognition/webpages/webpage_1294148971108.html *;_;* Jan 29, 2008 *;_;* true *;_;*  *;_;* false *;_;* 2008-01-29 *;_;*  *;_;* 2008-01-29 *;_;* Tue, 04 Jan 2011 13:49:21 +0000 *;_;* Tue, 04 Jan 2011 13:49:39 GMT *;_;* 2011-01-04 13:49:31
http://en.wikipedia.org/wiki/Shelby_Mustang_Cobra *;_;* data/evaluation/daterecognition/webpages/webpage_1295902850118.html *;_;* 22 January 2011 *;_;* true *;_;* 22 January 2011 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Sat, 22 Jan 2011 07:14:01 GMT *;_;* Mon, 24 Jan 2011 17:36:25 GMT *;_;* 2011-01-24 21:00:50
http://uvaadmission.blogspot.com/2006/04/your-myspace-is-our-myspace.html *;_;* data/evaluation/daterecognition/webpages/webpage_1294150379179.html *;_;* April 25, 2006 *;_;* true *;_;* 4/26/2006 9:54 AM *;_;* true *;_;* 2006-04-25 *;_;*  *;_;*  *;_;* Sun, 12 Dec 2010 18:02:05 GMT *;_;* Tue, 04 Jan 2011 14:13:07 GMT *;_;* 2011-01-04 14:12:59
http://www.timelines.ws/21stcent/2008_1.HTML *;_;* data/evaluation/daterecognition/webpages/webpage_1292927290417.html *;_;*  *;_;* false *;_;* 14 Feb 2010 21:17:36 GMT *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Sun, 14 Feb 2010 21:17:36 GMT *;_;* Tue, 21 Dec 2010 10:28:14 GMT *;_;* 2010-12-21 10:28:10
http://www.insidesocal.com/montclairnow/2009/10/montclair-yamahas-closure.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902657782.html *;_;* October 26, 2009 *;_;* true *;_;* 2010-10-04 *;_;* true *;_;* 2009-10-26 *;_;*  *;_;* 2009-10-26 *;_;* Wed, 10 Nov 2010 01:31:06 GMT *;_;* Mon, 24 Jan 2011 20:59:33 GMT *;_;* 2011-01-24 20:57:37
http://eserver.org/courses/spring97/76100o/readings/kozol.html *;_;* data/evaluation/daterecognition/webpages/webpage_1292928241047.html *;_;*  *;_;* false *;_;* 15 Jan 1997 03:33:19 GMT *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Wed, 15 Jan 1997 03:33:19 GMT *;_;* Tue, 21 Dec 2010 10:44:05 GMT *;_;* 2010-12-21 10:44:01
http://www.montebubbles.net/blog/2006/07/ *;_;* data/evaluation/daterecognition/webpages/webpage_1292928664726.html *;_;* July 01, 2006 *;_;* true *;_;* July 06, 2006 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Fri, 28 Jul 2006 22:06:40 GMT *;_;* Tue, 21 Dec 2010 10:51:09 GMT *;_;* 2010-12-21 10:51:04
http://www.kens5.com/news/national/98255444.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902988109.html *;_;* July 12, 2010 *;_;* true *;_;* July 12, 2010 *;_;* true *;_;* 2010-07-12 *;_;*  *;_;*  *;_;* Mon, 24 Jan 2011 21:02:42 GMT *;_;* Mon, 24 Jan 2011 21:03:09 GMT *;_;* 2011-01-24 21:03:08
http://www.goerie.thinkhost.com/mt/archives/scottbremner/2007/01/ *;_;* data/evaluation/daterecognition/webpages/webpage_1294150454042.html *;_;* 2007-01-03 *;_;* true *;_;* January 31, 2007 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Tue, 03 Jul 2007 13:19:21 GMT *;_;* Tue, 04 Jan 2011 14:14:22 GMT *;_;* 2011-01-04 14:14:14
http://lance.mckendree.edu/wyse/Photo_Album/Album04_05/MO/index.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1294150295439.html *;_;* February 22, 2005 *;_;* true *;_;* February 22, 2005 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Sun, 17 Feb 2008 20:50:36 GMT *;_;* Tue, 04 Jan 2011 14:11:43 GMT *;_;* 2011-01-04 14:11:35
http://www.gov.mb.ca/legislature/hansard/4th-36th/ed_03/ed_03.html *;_;* data/evaluation/daterecognition/webpages/webpage_1294149165280.html *;_;* 28 May 2003 16:10:08 GMT *;_;* true *;_;* 28 May 2003 16:10:08 GMT *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Wed, 28 May 2003 16:10:08 GMT *;_;* Tue, 04 Jan 2011 13:52:52 GMT *;_;* 2011-01-04 13:52:45
http://www.trinityurcvisalia.com/sermons/2pt3v11-12.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902594149.html *;_;* January 12, 2003 *;_;* true *;_;* January 12, 2003 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Thu, 04 Mar 2010 19:36:07 GMT *;_;* Mon, 24 Jan 2011 20:56:35 GMT *;_;* 2011-01-24 20:56:34
http://relay4thetruth.blogspot.com/2007/09/vancouver-jewish-group-supports-norman.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295903051444.html *;_;* September 16, 2007 5:52 PM *;_;* false *;_;* September 16, 2007 5:52 PM *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Mon, 24 Jan 2011 13:54:32 GMT *;_;* Mon, 24 Jan 2011 21:04:13 GMT *;_;* 2011-01-24 21:04:11
http://www.keyboard-culture-global-warming.com/recycling/ *;_;* data/evaluation/daterecognition/webpages/webpage_1295902233279.html *;_;* October 10, 2007 *;_;* true *;_;* July 14, 2010 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Wed, 01 Sep 2010 22:41:56 GMT *;_;* Mon, 24 Jan 2011 20:50:34 GMT *;_;* 2011-01-24 20:50:33
http://www.heraldnet.com/article/20100105/NEWS02/701059835/1008/SPORTS02 *;_;* data/evaluation/daterecognition/webpages/webpage_1295903345350.html *;_;* January 5, 2010 *;_;* true *;_;* January 5, 2010 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Mon, 24 Jan 2011 21:08:54 GMT *;_;* Mon, 24 Jan 2011 21:09:05 GMT *;_;* 2011-01-24 21:09:05
http://www.designersaccord.org/progress_report/0408/ *;_;* data/evaluation/daterecognition/webpages/webpage_1292927758404.html *;_;*  *;_;* false *;_;* 13 Jul 2009 17:35:48 GMT *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Mon, 13 Jul 2009 17:35:48 GMT *;_;* Tue, 21 Dec 2010 10:36:02 GMT *;_;* 2010-12-21 10:35:58
http://www.trapperarne.com/crayrecipes.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1292927817273.html *;_;*  *;_;* false *;_;* 27 Sep 2009 16:56:21 GMT *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Sun, 27 Sep 2009 16:56:21 GMT *;_;* Tue, 21 Dec 2010 10:37:01 GMT *;_;* 2010-12-21 10:36:57
http://strategywiki.org/wiki/Battlestations:_Midway/Running_the_Palawan_Passage *;_;* data/evaluation/daterecognition/webpages/webpage_1294164291241.html *;_;* 8 January 2008 *;_;* true *;_;* 8 January 2008 *;_;* true *;_;* 2008-01-08 *;_;*  *;_;* 2008-01-08 *;_;* Wed, 08 Dec 2010 00:33:23 GMT *;_;* Tue, 04 Jan 2011 18:04:58 GMT *;_;* 2011-01-04 18:04:51
http://www.stabroeknews.com/2010/stories/04/23/house-passes-new-sexual-offences-bill/ *;_;* data/evaluation/daterecognition/webpages/webpage_1295902636070.html *;_;* April 23, 2010 *;_;* true *;_;*  *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Mon, 24 Jan 2011 20:57:00 GMT *;_;* Mon, 24 Jan 2011 20:57:12 GMT *;_;* 2011-01-24 20:57:16
http://www2.macleans.ca/2009/11/17/the-interaction-now-draws-to-a-close/ *;_;* data/evaluation/daterecognition/webpages/webpage_1292928754854.html *;_;* November 17, 2009 2:25 *;_;* true *;_;* Nov 18, 2009 *;_;* true *;_;* 2009-11-17 *;_;*  *;_;*  *;_;* Tue, 21 Dec 2010 10:52:27 +0000 *;_;* Tue, 21 Dec 2010 10:52:39 GMT *;_;* 2010-12-21 10:52:34
http://www.myconfinedspace.com/2010/07/29/this-is-the-last-time-we-were-on-the-moon/ *;_;* data/evaluation/daterecognition/webpages/webpage_1292928493977.html *;_;* July 29, 2010 *;_;* true *;_;* July 30th, 2010 *;_;* true *;_;* 2010-07-29 *;_;*  *;_;* 2010-07-29 *;_;* Tue, 21 Dec 2010 10:04:01 GMT *;_;* Tue, 21 Dec 2010 10:48:22 GMT *;_;* 2010-12-21 10:48:13
http://www.linkedin.com/answers/international/internationalization-localization/INT_INZ/7476-1213 *;_;* data/evaluation/daterecognition/webpages/webpage_1295902115720.html *;_;* 6. Januar 2007 *;_;* true *;_;* 10. Januar 2007 *;_;* false *;_;* 2007-01-06 *;_;*  *;_;* 2007-01-06 *;_;* Fri, 06 Mar 2009 12:59:19 GMT *;_;* Mon, 24 Jan 2011 20:48:36 GMT *;_;* 2011-01-24 20:48:35
http://www.smithsonianmag.com/science-nature/Testing-the-Hope-Diamond.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902241557.html *;_;* 2010-10-22 *;_;* true *;_;* 2010-12-29 *;_;* true *;_;*  *;_;* 2010-10-18 23:41:00 *;_;*  *;_;* Mon, 24 Jan 2011 20:23:40 GMT *;_;* Mon, 24 Jan 2011 20:50:43 GMT *;_;* 2011-01-24 20:50:41
http://www.moderndesigninterior.com/2006/03/oscar-niemeyer-casa-das-canoas.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902973504.html *;_;* March 26, 2006 *;_;* true *;_;* March 26, 2006 *;_;* true *;_;* 2006-03-26 *;_;*  *;_;* 2006-03-26 *;_;* Mon, 24 Jan 2011 20:09:35 GMT *;_;* Mon, 24 Jan 2011 21:02:55 GMT *;_;* 2011-01-24 21:02:53
http://www.higheredmorning.com/banned-on-campus-a-growing-trend *;_;* data/evaluation/daterecognition/webpages/webpage_1294162736568.html *;_;* January 25, 2010 *;_;* true *;_;* May 27th, 2010 *;_;* true *;_;* 2010-01-25 *;_;*  *;_;*  *;_;* Tue, 04 Jan 2011 17:38:47 GMT *;_;* Tue, 04 Jan 2011 17:39:04 GMT *;_;* 2011-01-04 17:38:56
http://www.kofc7640.org/html/bylaws.html *;_;* data/evaluation/daterecognition/webpages/webpage_1294150033432.html *;_;* January 10, 2002 *;_;* true *;_;* January 10, 2002 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Tue, 09 Dec 2008 22:24:16 GMT *;_;* Tue, 04 Jan 2011 14:07:21 GMT *;_;* 2011-01-04 14:07:13
http://lists.cs.uiuc.edu/pipermail/llvm-commits/Week-of-Mon-20040301/012699.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902547791.html *;_;* 2004-03-01 *;_;* true *;_;* 2004-03-01 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Wed, 15 Sep 2010 18:04:19 GMT *;_;* Mon, 24 Jan 2011 20:55:49 GMT *;_;* 2011-01-24 20:55:47
http://www.wounded-healer-support.com/Quirks.html *;_;* data/evaluation/daterecognition/webpages/webpage_1292928406648.html *;_;*  *;_;* false *;_;* 0 Jul 2008 20:57:04 GMT *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Sun, 20 Jul 2008 20:57:04 GMT *;_;* Tue, 21 Dec 2010 10:46:51 GMT *;_;* 2010-12-21 10:46:46
http://sfhfm.org/blog/?p=1395 *;_;* data/evaluation/daterecognition/webpages/webpage_1294149860037.html *;_;* 2010.07.18 *;_;* true *;_;* 2010.07.18 *;_;* true *;_;* 2010-07-18 *;_;*  *;_;*  *;_;* Mon, 03 Jan 2011 20:57:18 GMT *;_;* Tue, 04 Jan 2011 14:04:27 GMT *;_;* 2011-01-04 14:04:20
http://www.zimbabwesituation.com/jun30_2007.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902946405.html *;_;* 30 June 2007 *;_;* true *;_;* 30 June 2007 *;_;* true *;_;* 2007-06-29 *;_;*  *;_;*  *;_;* Thu, 11 Nov 2010 16:06:51 GMT *;_;* Mon, 24 Jan 2011 21:02:28 GMT *;_;* 2011-01-24 21:02:26
http://www.contactmusic.com/news.nsf/story/kim-kardashians-family-plan_1162360 *;_;* data/evaluation/daterecognition/webpages/webpage_1292928010796.html *;_;* 26 August 2010 17:00:25 *;_;* true *;_;* 11 Nov 2010 11:22:41 GMT *;_;* true *;_;* 2010-08-26 *;_;* 2010-08-27 00:31:00 *;_;* 2010-08-26 *;_;* Thu, 11 Nov 2010 11:22:41 GMT *;_;* Tue, 21 Dec 2010 10:40:15 GMT *;_;* 2010-12-21 10:40:10
http://www.batesline.com/archives/2010/07/john-wright-and-owen-laughlin-pa.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902370023.html *;_;* July 20, 2010 12:18 AM *;_;* true *;_;* July 20, 2010 10:24 PM *;_;* true *;_;* 2010-07-20 *;_;*  *;_;* 2010-07-20 *;_;* Thu, 14 Oct 2010 07:20:00 GMT *;_;* Mon, 24 Jan 2011 20:52:51 GMT *;_;* 2011-01-24 20:52:50
http://webpages.ursinus.edu/rrichter/bodgermargaret2.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1294149261663.html *;_;* 5 November 2005 *;_;* true *;_;* 5 November 2005 *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Sun, 06 Nov 2005 02:30:28 GMT *;_;* Tue, 04 Jan 2011 13:54:29 GMT *;_;* 2011-01-04 13:54:21
http://www.courtyardrealty.com/sandiegocounty.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1292927642355.html *;_;* May 20, 2007 *;_;* false *;_;* Nov 30, 2007 *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Tue, 27 Apr 2010 15:08:33 GMT *;_;* Tue, 21 Dec 2010 10:34:06 GMT *;_;* 2010-12-21 10:34:02
http://www.startribune.com/lifestyle/homegarden/81010007.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902415230.html *;_;* January 8, 2010 *;_;* true *;_;* January 8, 2010 *;_;* true *;_;* 2010-01-08 *;_;*  *;_;* 2010-01-08 *;_;* Mon, 24 Jan 2011 20:53:09 GMT *;_;* Mon, 24 Jan 2011 20:53:36 GMT *;_;* 2011-01-24 20:53:35
http://vegweb.com/index.php?topic=23618.1860 *;_;* data/evaluation/daterecognition/webpages/webpage_1294149057593.html *;_;* December 11, 2008, 05:50:50 PM *;_;* true *;_;* December 11, 2008, 07:12:41 PM *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Tue, 04 Jan 2011 13:51:05 GMT *;_;* Tue, 04 Jan 2011 13:51:05 GMT *;_;* 2011-01-04 13:50:57
http://www.eurogamer.net/forum_thread_posts.php?thread_id=197829 *;_;* data/evaluation/daterecognition/webpages/webpage_1294149490796.html *;_;*  *;_;* true *;_;*  *;_;* true *;_;* 2010-11-08 *;_;*  *;_;*  *;_;* Tue, 04 Jan 2011 13:58:18 GMT *;_;* Tue, 04 Jan 2011 13:58:18 GMT *;_;* 2011-01-04 13:58:10
http://www.vetshome.com/military_airborne_inf_patches3.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1294149341149.html *;_;*  *;_;* false *;_;* 01 Nov 2010 06:19:28 GMT *;_;* false *;_;* 1942-10 *;_;*  *;_;*  *;_;* Mon, 01 Nov 2010 06:19:28 GMT *;_;* Tue, 04 Jan 2011 13:55:48 GMT *;_;* 2011-01-04 13:55:41
http://www.appraisingtexas.com/atoz.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1295903222409.html *;_;* 09/01/2006 *;_;* true *;_;* 09/01/2006 *;_;* true *;_;* 2006-09-01 *;_;*  *;_;* 2006-09-01 *;_;* Thu, 28 Sep 2006 10:35:09 GMT *;_;* Mon, 24 Jan 2011 21:07:04 GMT *;_;* 2011-01-24 21:07:02
http://www.altmedicinezone.com/chinese-medicine/the-benefits-of-using-asianchinese-ginseng/ *;_;* data/evaluation/daterecognition/webpages/webpage_1292928624340.html *;_;* Apr 16, 2009 *;_;* true *;_;* Apr 16, 2009 *;_;* true *;_;* 2009-04-16 *;_;*  *;_;* 2009-04-16 *;_;* Tue, 21 Dec 2010 09:58:05 GMT *;_;* Tue, 21 Dec 2010 10:50:28 GMT *;_;* 2010-12-21 10:50:24
http://opendotdotdot.blogspot.com/2008/06/bbc-iplayer-20-iplayer-10.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902288152.html *;_;* 25 June 2008 *;_;* true *;_;* 25 June 2008 *;_;* true *;_;* 2008-06-25 *;_;*  *;_;* 2008-06-25 *;_;* Mon, 24 Jan 2011 14:51:21 GMT *;_;* Mon, 24 Jan 2011 20:51:29 GMT *;_;* 2011-01-24 20:51:28
